rank,eng,deu,fra,ita,nld,por,spa
6311,maple,Ahorn,érable,acero,esdoorn,ácer,arce
6317,depot,Lager,dépôt,deposito,depot,depósito,depósito
6321,pie,Kuchen,tarte,torta,taart,tarte,pastel
6322,blend,mischen,mélanger,mescolare,mengen,misturar,mezclar
6328,attending,teilnehmen,assister,partecipare,bijwonen,assistir,asistir
6329,emission,Emission,émission,emissione,emissie,emissão,emisión
6337,recruiting,rekrutieren,recruter,reclutare,rekruteren,recrutar,reclutar
6338,apparent,offensichtlich,apparent,apparente,duidelijk,aparente,aparente
6339,instructional,lehrreich,pédagogique,didattico,leerzaam,instrutivo,instructivo
6341,autumn,Herbst,automne,autunno,herfst,outono,otoño
6342,traveling,reisen,voyager,viaggiare,reizen,viajar,viajar
6343,probe,Sonde,sonde,sonda,sonde,sonda,sonda
6346,biotechnology,Biotechnologie,biotechnologie,biotecnologia,biotechnologie,biotecnologia,biotecnología
6347,toilet,Toilette,toilette,gabinetto,toilet,sanita,inodoro
6349,jackets,Jacke,veste,giacca,jas,casaco,chaqueta
6350,routes,Route,itinéraire,percorso,route,rota,ruta
6351,packed,gepackt,emballé,imballato,verpakt,embalado,empaquetado
6352,excited,aufgeregt,excité,eccitato,opgewonden,animado,emocionado
6355,mounting,Befestigung,montage,montaggio,montage,montagem,montaje
6356,recover,erholen,récupérer,recuperare,herstellen,recuperar,recuperar
6359,balanced,ausgewogen,équilibré,equilibrato,evenwichtig,equilibrado,equilibrado
6360,prescribed,verschrieben,prescrit,prescritto,voorgeschreven,prescrito,prescrito
6363,talked,gesprochen,parlé,parlato,gesproken,falado,hablado
6366,delayed,verspätet,retardé,ritardato,vertraagd,atrasado,retrasado
6368,reproduced,reproduziert,reproduit,riprodotto,gereproduceerd,reproduzido,reproducido
6371,explicit,explizit,explicite,esplicito,expliciet,explícito,explícito
6372,calculation,Berechnung,calcul,calcolo,berekening,cálculo,cálculo
6373,villas,Villa,villa,villa,villa,vivenda,villa
6375,consolidated,konsolidiert,consolidé,consolidato,geconsolideerd,consolidado,consolidado
6377,exclude,ausschließen,exclure,escludere,uitsluiten,excluir,excluir
6379,occasions,Anlass,occasion,occasione,gelegenheid,ocasião,ocasión
6381,equations,Gleichung,équation,equazione,vergelijking,equação,ecuación
6383,oils,Öl,huile,olio,olie,óleo,aceite
6385,exceptional,außergewöhnlich,exceptionnel,eccezionale,uitzonderlijk,excecional,excepcional
6386,anxiety,Angst,anxiété,ansia,angst,ansiedade,ansiedad
6389,spatial,räumlich,spatial,spaziale,ruimtelijk,espacial,espacial
6390,respondents,Befragter,répondant,intervistato,respondent,inquirido,encuestado
6393,ceramic,Keramik,céramique,ceramica,keramiek,cerâmica,cerámica
6395,precious,kostbar,précieux,prezioso,kostbaar,precioso,precioso
6398,considerations,Überlegung,considération,considerazione,overweging,consideração,consideración
6399,scanners,Scanner,scanner,scanner,scanner,scanner,escáner
6405,fingers,Finger,doigt,dito,vinger,dedo,dedo
6406,sunny,sonnig,ensoleillé,soleggiato,zonnig,ensolarado,soleado
6408,delivers,liefern,livrer,consegnare,leveren,entregar,entregar
6412,musicians,Musiker,musicien,musicista,muzikant,músico,músico
6414,composite,zusammengesetzt,composite,composito,samengesteld,compósito,compuesto
6416,cedar,Zeder,cèdre,cedro,ceder,cedro,cedro
6422,stud,Bolzen,goujon,perno,bout,perno,perno
6425,designing,entwerfen,concevoir,progettare,ontwerpen,projetar,diseñar
6428,qualify,qualifizieren,qualifier,qualificare,kwalificeren,qualificar,calificar
6435,diagram,Diagramm,diagramme,diagramma,diagram,diagrama,diagrama
6440,footwear,Schuhwerk,chaussure,calzatura,schoeisel,calçado,calzado
6448,attach,anhängen,attacher,attaccare,bevestigen,anexar,adjuntar
6454,spider,Spinne,araignée,ragno,spin,aranha,araña
6458,sensitivity,Empfindlichkeit,sensibilité,sensibilità,gevoeligheid,sensibilidade,sensibilidad
6460,preservation,Erhaltung,préservation,preservazione,behoud,preservação,preservación
6462,isolated,isoliert,isolé,isolato,geïsoleerd,isolado,aislado
6466,divine,göttlich,divin,divino,goddelijk,divino,divino
6468,approve,genehmigen,approuver,approvare,goedkeuren,aprovar,aprobar
6471,intensity,Intensität,intensité,intensità,intensiteit,intensidade,intensidad
6472,technological,technologisch,technologique,tecnologico,technologisch,tecnológico,tecnológico
6474,abortion,Abtreibung,avortement,aborto,abortus,aborto,aborto
6478,wellness,Wohlbefinden,bien-être,benessere,welzijn,bem-estar,bienestar
6479,calcium,Kalzium,calcium,calcio,calcium,cálcio,calcio
6483,pole,Stange,perche,palo,paal,poste,poste
6486,shield,Schild,bouclier,scudo,schild,escudo,escudo
6487,harvest,Ernte,récolte,raccolto,oogst,colheita,cosecha
6488,membrane,Membran,membrane,membrana,membraan,membrana,membrana
6491,bangladesh,Bangladesch,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladés
6496,desperate,verzweifelt,désespéré,disperato,wanhopig,desesperado,desesperado
6500,demonstration,Demonstration,démonstration,dimostrazione,demonstratie,demonstração,demostración
6501,governmental,staatlich,gouvernemental,governativo,gouvernementeel,governamental,gubernamental
6506,bend,biegen,plier,piegare,buigen,dobrar,doblar
6507,sailing,segeln,naviguer,navigare,zeilen,velejar,navegar
6510,sacred,heilig,sacré,sacro,heilig,sagrado,sagrado
6511,addiction,Sucht,addiction,dipendenza,verslaving,vício,adicción
6517,brake,Bremse,frein,freno,rem,travão,freno
6518,exterior,Außenseite,extérieur,esterno,buitenkant,exterior,exterior
6519,greeting,Gruß,salutation,saluto,groet,saudação,saludo
6520,ecology,Ökologie,écologie,ecologia,ecologie,ecologia,ecología
6527,synthesis,Synthese,synthèse,sintesi,synthese,síntese,síntesis
6528,olive,Olive,olive,oliva,olijf,azeitona,aceituna
6530,unemployment,Arbeitslosigkeit,chômage,disoccupazione,werkloosheid,desemprego,desempleo
6534,enhancement,Verbesserung,amélioration,miglioramento,verbetering,melhoria,mejora
6536,clone,Klon,clone,clone,kloon,clone,clon
6538,velocity,Geschwindigkeit,vélocité,velocità,snelheid,velocidade,velocidad
6544,oasis,Oase,oasis,oasi,oase,oásis,oasis
6546,cab,Taxi,taxi,taxi,taxi,táxi,taxi
6547,angry,wütend,fâché,arrabbiato,boos,zangado,enojado
6550,silicon,Silizium,silicium,silicio,silicium,silício,silicio
6552,identical,identisch,identique,identico,identiek,idêntico,idéntico
6553,petroleum,Erdöl,pétrole,petrolio,aardolie,petróleo,petróleo
6554,compete,konkurrieren,rivaliser,competere,wedijveren,competir,competir
6557,lover,Liebhaber,amant,amante,minnaar,amante,amante
6558,belong,gehören,appartenir,appartenere,toebehoren,pertencer,pertenecer
6561,lips,Lippe,lèvre,labbro,lip,lábio,labio
6563,retention,Beibehaltung,rétention,ritenzione,retentie,retenção,retención
6565,pond,Teich,étang,stagno,vijver,lagoa,estanque
6572,daddy,Papa,papa,papà,papa,papá,papá
6574,ferry,Fähre,ferry,traghetto,veerboot,ferry,transbordador
6575,rabbit,Kaninchen,lapin,coniglio,konijn,coelho,conejo
6576,profession,Beruf,profession,professione,beroep,profissão,profesión
6578,dam,Damm,barrage,diga,dam,barragem,presa
6581,physiology,Physiologie,physiologie,fisiologia,fysiologie,fisiologia,fisiología
6585,exports,Ausfuhr,exportation,esportazione,export,exportação,exportación
6587,tire,Reifen,pneu,pneumatico,band,pneu,neumático
6588,participant,Teilnehmer,participant,partecipante,deelnemer,participante,participante
6590,recreational,Freizeit-,récréatif,ricreativo,recreatief,recreativo,recreativo
6593,electron,Elektron,électron,elettrone,elektron,eletrão,electrón
6595,friendship,Freundschaft,amitié,amicizia,vriendschap,amizade,amistad
6597,passport,Reisepass,passeport,passaporto,paspoort,passaporte,pasaporte
6601,warrant,Haftbefehl,mandat,mandato,bevel,mandado,orden
6604,frozen,gefroren,gelé,congelato,bevroren,congelado,congelado
6607,royalty,Königtum,royauté,regalità,koningschap,realeza,realeza
6609,rally,Kundgebung,rassemblement,raduno,bijeenkomst,comício,mitin
6610,observer,Beobachter,observateur,osservatore,waarnemer,observador,observador
6611,sunshine,Sonnenschein,ensoleillement,sole,zonneschijn,sol,sol
6614,ceremony,Zeremonie,cérémonie,cerimonia,ceremonie,cerimónia,ceremonia
6621,ripe,reif,mûr,maturo,rijp,maduro,maduro
6623,rely,vertrauen,compter,affidarsi,vertrouwen,confiar,confiar
6625,hebrew,hebräisch,hébreu,ebraico,Hebreeuws,hebraico,hebreo
6629,laundry,Wäsche,linge,bucato,wasgoed,roupa,colada
6634,homework,Hausaufgabe,devoir,compito,huiswerk,dever,tarea
6635,adjust,anpassen,ajuster,regolare,aanpassen,ajustar,ajustar
6639,encryption,Verschlüsselung,chiffrement,cifratura,versleuteling,cifragem,cifrado
6642,sophisticated,raffiniert,sophistiqué,sofisticato,geraffineerd,sofisticado,sofisticado
6644,silence,Stille,silence,silenzio,stilte,silêncio,silencio
6648,possession,Besitz,possession,possesso,bezit,posse,posesión
6650,laboratories,Labor,laboratoire,laboratorio,laboratorium,laboratório,laboratorio
6651,treaty,Vertrag,traité,trattato,verdrag,tratado,tratado
6653,trainer,Trainer,entraîneur,allenatore,trainer,treinador,entrenador
6654,organ,Organ,organe,organo,orgaan,órgão,órgano
6656,volumes,Band,volume,volume,deel,volume,volumen
6658,vegetables,Gemüse,légume,verdura,groente,legume,verdura
6659,lemon,Zitrone,citron,limone,citroen,limão,limón
6660,toxic,giftig,toxique,tossico,giftig,tóxico,tóxico
6663,darkness,Dunkelheit,obscurité,oscurità,duisternis,escuridão,oscuridad
6666,nuts,Nuss,noix,noce,noot,noz,nuez
6667,nail,Nagel,clou,chiodo,spijker,prego,clavo
6674,stockings,Strumpf,bas,calza,kous,meia,media
6675,joke,Witz,blague,scherzo,grap,piada,broma
6677,packing,Verpackung,emballage,imballaggio,verpakking,embalagem,embalaje
6678,statute,Gesetz,statut,statuto,statuut,estatuto,estatuto
6680,satisfy,befriedigen,satisfaire,soddisfare,bevredigen,satisfazer,satisfacer
6682,shelter,Unterkunft,abri,riparo,schuilplaats,abrigo,refugio
6683,chapel,Kapelle,chapelle,cappella,kapel,capela,capilla
6685,manufacture,herstellen,fabriquer,fabbricare,vervaardigen,fabricar,fabricar
6689,vulnerability,Verwundbarkeit,vulnérabilité,vulnerabilità,kwetsbaarheid,vulnerabilidade,vulnerabilidad
6690,accountability,Verantwortlichkeit,responsabilité,responsabilità,verantwoording,responsabilização,responsabilidad
6691,celebrate,feiern,célébrer,celebrare,vieren,celebrar,celebrar
6693,appliance,Gerät,appareil,elettrodomestico,apparaat,eletrodoméstico,electrodoméstico
6697,mixture,Mischung,mélange,miscela,mengsel,mistura,mezcla
6699,bench,Bank,banc,panchina,bank,banco,banco
6701,tub,Wanne,baignoire,vasca,kuip,banheira,bañera
6702,rider,Reiter,cavalier,cavaliere,ruiter,cavaleiro,jinete
6704,radius,Radius,rayon,raggio,straal,raio,radio
6706,mortality,Sterblichkeit,mortalité,mortalità,sterfte,mortalidade,mortalidad
6711,therapeutic,therapeutisch,thérapeutique,terapeutico,therapeutisch,terapêutico,terapéutico
6716,impressive,beeindruckend,impressionnant,impressionante,indrukwekkend,impressionante,impresionante
6717,sheep,Schaf,mouton,pecora,schaap,ovelha,oveja
6719,architect,Architekt,architecte,architetto,architect,arquiteto,arquitecto
6720,railroad,Eisenbahn,chemin de fer,ferrovia,spoorweg,caminho de ferro,ferrocarril
6722,challenging,herausfordernd,exigeant,impegnativo,uitdagend,desafiante,desafiante
6724,nursery,Kinderzimmer,pépinière,vivaio,kinderkamer,viveiro,vivero
6727,ash,Asche,cendre,cenere,as,cinza,ceniza
6728,microwave,Mikrowelle,micro-ondes,microonde,magnetron,micro-ondas,microondas
6732,relocation,Umzug,déménagement,trasloco,verhuizing,mudança,reubicación
6737,salad,Salat,salade,insalata,salade,salada,ensalada
6742,foam,Schaum,mousse,schiuma,schuim,espuma,espuma
6744,paste,Paste,pâte,pasta,pasta,pasta,pasta
6747,discretion,Ermessen,discrétion,discrezione,discretie,discrição,discreción
6750,preserve,bewahren,préserver,preservare,bewaren,preservar,preservar
6752,poem,Gedicht,poème,poesia,gedicht,poema,poema
6753,vibrator,Vibrator,vibromasseur,vibratore,vibrator,vibrador,vibrador
6756,cosmetics,Kosmetik,cosmétiques,cosmetici,cosmetica,cosméticos,cosméticos
6760,praise,loben,louer,lodare,prijzen,elogiar,elogiar
6768,veteran,Veteran,vétéran,veterano,veteraan,veterano,veterano
6786,synopsis,Zusammenfassung,synopsis,sinossi,synopsis,sinopse,sinopsis
6788,prairie,Prärie,prairie,prateria,prairie,pradaria,pradera
6789,reunion,Wiedersehen,retrouvailles,riunione,reünie,reencontro,reencuentro
6790,composer,Komponist,compositeur,compositore,componist,compositor,compositor
6791,bean,Bohne,haricot,fagiolo,boon,feijão,frijol
6792,sword,Schwert,épée,spada,zwaard,espada,espada
6793,absent,abwesend,absent,assente,afwezig,ausente,ausente
6794,photographic,fotografisch,photographique,fotografico,fotografisch,fotográfico,fotográfico
6801,coral,Koralle,corail,corallo,koraal,coral,coral
6802,pixel,Pixel,pixel,pixel,pixel,pixel,píxel
6805,bias,Voreingenommenheit,biais,pregiudizio,vooroordeel,viés,sesgo
6807,paths,Pfad,chemin,sentiero,pad,caminho,camino
6808,bubble,Blase,bulle,bolla,bel,bolha,burbuja
6810,acquire,erwerben,acquérir,acquisire,verwerven,adquirir,adquirir
6812,millennium,Jahrtausend,millénaire,millennio,millennium,milénio,milenio
6814,vessel,Schiff,navire,nave,vaartuig,navio,buque
6817,viruses,Virus,virus,virus,virus,vírus,virus
6820,dairy,Molkerei,laiterie,latteria,zuivelfabriek,laticínio,lechería
6821,admit,zugeben,admettre,ammettere,toegeven,admitir,admitir
6823,fancy,schick,élégant,elegante,chic,elegante,elegante
6824,equality,Gleichheit,égalité,uguaglianza,gelijkheid,igualdade,igualdad
6828,tap,Wasserhahn,robinet,rubinetto,kraan,torneira,grifo
6829,stickers,Aufkleber,autocollant,adesivo,sticker,autocolante,pegatina
6830,fisheries,Fischerei,pêcherie,pesca,visserij,pescaria,pesquería
6832,reactions,Reaktion,réaction,reazione,reactie,reação,reacción
6835,beliefs,Überzeugung,croyance,credenza,overtuiging,crença,creencia
6838,companion,Begleiter,compagnon,compagno,metgezel,companheiro,compañero
6840,analyze,analysieren,analyser,analizzare,analyseren,analisar,analizar
6842,scroll,Schriftrolle,parchemin,pergamena,rol,pergaminho,pergamino
6843,relate,beziehen,relier,relazionare,relateren,relacionar,relacionar
6845,swim,schwimmen,nager,nuotare,zwemmen,nadar,nadar
6846,wages,Lohn,salaire,salario,loon,salário,salario
6848,suffer,leiden,souffrir,soffrire,lijden,sofrer,sufrir
6849,forests,Wald,forêt,foresta,bos,floresta,bosque
6850,fellowship,Gemeinschaft,communauté,comunità,gemeenschap,comunidade,comunidad
6852,invalid,ungültig,invalide,invalido,ongeldig,inválido,inválido
6853,concerts,Konzert,concert,concerto,concert,concerto,concierto
6854,martial,kriegerisch,martial,marziale,martiaal,marcial,marcial
6857,retain,behalten,retenir,trattenere,behouden,reter,retener
6859,execute,ausführen,exécuter,eseguire,uitvoeren,executar,ejecutar
6860,tunnel,Tunnel,tunnel,tunnel,tunnel,túnel,túnel
6863,patents,Patent,brevet,brevetto,octrooi,patente,patente
6866,chaos,Chaos,chaos,caos,chaos,caos,caos
6869,wheat,Weizen,blé,grano,tarwe,trigo,trigo
6870,chronicles,Chronik,chronique,cronaca,kroniek,crónica,crónica
6872,beaver,Biber,castor,castoro,bever,castor,castor
6874,distribute,verteilen,distribuer,distribuire,verdelen,distribuir,distribuir
6876,decorative,dekorativ,décoratif,decorativo,decoratief,decorativo,decorativo
6878,compiler,Compiler,compilateur,compilatore,compiler,compilador,compilador
6879,enlargement,Vergrößerung,agrandissement,ingrandimento,vergroting,ampliação,ampliación
6880,eagles,Adler,aigle,aquila,arend,águia,águila
6885,bee,Biene,abeille,ape,bij,abelha,abeja
6886,campaigns,Kampagne,campagne,campagna,campagne,campanha,campaña
6887,unity,Einheit,unité,unità,eenheid,unidade,unidad
6890,bride,Braut,mariée,sposa,bruid,noiva,novia
6891,rats,Ratte,rat,ratto,rat,rato,rata
6893,airports,Flughafen,aéroport,aeroporto,luchthaven,aeroporto,aeropuerto
6895,indigenous,einheimisch,indigène,indigeno,inheems,indígena,indígena
6899,packets,Paket,paquet,pacchetto,pakket,pacote,paquete
6900,anchor,Anker,ancre,ancora,anker,âncora,ancla
6901,socks,Socke,chaussette,calzino,sok,meia,calcetín
6903,parade,Parade,parade,parata,parade,desfile,desfile
6904,corruption,Korruption,corruption,corruzione,corruptie,corrupção,corrupción
6906,trigger,Auslöser,déclencheur,grilletto,trekker,gatilho,gatillo
6908,cholesterol,Cholesterin,cholestérol,colesterolo,cholesterol,colesterol,colesterol
6914,beaches,Strand,plage,spiaggia,strand,praia,playa
6915,folders,Ordner,dossier,cartella,map,pasta,carpeta
6916,dramatic,dramatisch,dramatique,drammatico,dramatisch,dramático,dramático
6917,surfaces,Oberfläche,surface,superficie,oppervlak,superfície,superficie
6918,terrible,schrecklich,terrible,terribile,verschrikkelijk,terrível,terrible
6919,routers,Router,routeur,router,router,roteador,enrutador
6921,pendant,Anhänger,pendentif,ciondolo,hanger,pingente,colgante
6924,scientist,Wissenschaftler,scientifique,scienziato,wetenschapper,cientista,científico
6927,clocks,Uhr,horloge,orologio,klok,relógio,reloj
6928,arthritis,Arthritis,arthrite,artrite,artritis,artrite,artritis
6933,reflects,reflektieren,refléter,riflettere,weerspiegelen,refletir,reflejar
6934,taxation,Besteuerung,fiscalité,tassazione,belastingheffing,tributação,fiscalidad
6935,fever,Fieber,fièvre,febbre,koorts,febre,fiebre
6937,cuisine,Küche,cuisine,cucina,keuken,cozinha,cocina
6940,transcript,Abschrift,transcription,trascrizione,transcript,transcrição,transcripción
6942,theorem,Theorem,théorème,teorema,stelling,teorema,teorema
